iShares S&P Small-Cap 600 Growth ETF
Fund Holdings as of,"Apr 08, 2026"
Inception Date,"Jul 24, 2000"
Shares Outstanding,"44,950,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"CENX","CENTURY ALUMINUM","EQUITY","Materials","Equity","18,427,464.95","18,427,464.95","281,035.00","65.57","United States","NASDAQ","USD","1.00","USD","-","0.27","0.27"
"HASI","HA SUSTAINABLE INFRASTRUCTURE CAPI","EQUITY","Financials","Equity","18,317,465.28","18,317,465.28","475,038.00","38.56","United States","NYSE","USD","1.00","USD","-","0.26","0.27"
"SPNT","SIRIUSPOINT LTD","EQUITY","Financials","Equity","18,240,587.96","18,240,587.96","784,879.00","23.24","United States","NYSE","USD","1.00","USD","-","0.26","0.27"
"FELE","FRANKLIN ELECTRIC INC","EQUITY","Industrials","Equity","18,099,217.29","18,099,217.29","182,213.00","99.33","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"VCTR","VICTORY CAPITAL HOLDINGS CLASS A I","EQUITY","Financials","Equity","17,852,032.12","17,852,032.12","267,166.00","66.82","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"HWKN","HAWKINS INC","EQUITY","Materials","Equity","17,830,614.66","17,830,614.66","121,206.00","147.11","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"ACLS","AXCELIS TECHNOLOGIES INC","EQUITY","Information Technology","Equity","17,779,721.05","17,779,721.05","169,897.00","104.65","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"SUPN","SUPERNUS PHARMACEUTICALS INC","EQUITY","Health Care","Equity","17,672,296.20","17,672,296.20","342,420.00","51.61","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"EYE","NATIONAL VISION HOLDINGS INC","EQUITY","Consumer Discretionary","Equity","17,663,698.68","17,663,698.68","686,769.00","25.72","United States","NASDAQ","USD","1.00","USD","-","0.26","0.26"
"NATL","NCR ATLEOS CORP","EQUITY","Financials","Equity","17,631,502.20","17,631,502.20","396,570.00","44.46","United States","NYSE","USD","1.00","USD","-","0.26","0.26"
"DGII","DIGI INTERNATIONAL INC","EQUITY","Information Technology","Equity","17,630,054.88","17,630,054.88","325,518.00","54.16","United States","NASDAQ","USD","1.00","USD","-","0.25","0.26"
"CASH","PATHWARD FINANCIAL INC","EQUITY","Financials","Equity","17,610,844.02","17,610,844.02","185,514.00","94.93","United States","NASDAQ","USD","1.00","USD","-","0.25","0.26"
"HCC","WARRIOR MET COAL INC","EQUITY","Materials","Equity","17,482,747.84","17,482,747.84","195,644.00","89.36","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"SKY","CHAMPION HOMES INC","EQUITY","Consumer Discretionary","Equity","17,316,370.50","17,316,370.50","220,170.00","78.65","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"FRPT","FRESHPET INC","EQUITY","Consumer Staples","Equity","17,252,068.82","17,252,068.82","265,294.00","65.03","United States","NASDAQ","USD","1.00","USD","-","0.25","0.25"
"KTB","KONTOOR BRANDS INC","EQUITY","Consumer Discretionary","Equity","17,208,417.61","17,208,417.61","239,039.00","71.99","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"FBP","FIRST BANCORP","EQUITY","Financials","Equity","17,106,796.08","17,106,796.08","757,944.00","22.57","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"MARA","MARA HOLDINGS INC","EQUITY","Information Technology","Equity","17,102,099.50","17,102,099.50","1,800,221.00","9.50","United States","NASDAQ","USD","1.00","USD","-","0.25","0.25"
"SFBS","SERVISFIRST BANCSHARES INC","EQUITY","Financials","Equity","16,965,224.75","16,965,224.75","217,475.00","78.01","United States","NYSE","USD","1.00","USD","-","0.25","0.25"
"DAN","DANA INCORPORATED INC","EQUITY","Consumer Discretionary","Equity","16,873,572.93","16,873,572.93","476,251.00","35.43","United States","NYSE","USD","1.00","USD","-","0.24","0.25"
"AWR","AMERICAN STATES WATER","EQUITY","Utilities","Equity","16,789,585.28","16,789,585.28","217,792.00","77.09","United States","NYSE","USD","1.00","USD","-","0.24","0.24"
"ARR","ARMOUR RESIDENTIAL REIT INC","EQUITY","Financials","Equity","16,783,429.13","16,783,429.13","968,461.00","17.33","United States","NYSE","USD","1.00","USD","-","0.24","0.24"
"MC","MOELIS CLASS A","EQUITY","Financials","Equity","16,514,246.32","16,514,246.32","268,568.00","61.49","United States","NYSE","USD","1.00","USD","-","0.24","0.24"
"KAI","KADANT INC","EQUITY","Industrials","Equity","16,452,642.36","16,452,642.36","51,988.00","316.47","United States","NYSE","USD","1.00","USD","-","0.24","0.24"
"WSFS","WSFS FINANCIAL CORP","EQUITY","Financials","Equity","16,408,666.56","16,408,666.56","239,054.00","68.64","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"QTWO","Q2 HOLDINGS INC","EQUITY","Information Technology","Equity","16,407,433.64","16,407,433.64","340,262.00","48.22","United States","NYSE","USD","1.00","USD","-","0.24","0.24"
"DXPE","DXP ENTERPRISES INC","EQUITY","Industrials","Equity","16,340,174.40","16,340,174.40","109,813.00","148.80","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"UNIT","UNITI GROUP INC","EQUITY","Communication","Equity","16,339,211.64","16,339,211.64","1,553,157.00","10.52","United States","NASDAQ","USD","1.00","USD","-","0.24","0.24"
"AGO","ASSURED GUARANTY LTD","EQUITY","Financials","Equity","16,221,587.20","16,221,587.20","194,971.00","83.20","United States","NYSE","USD","1.00","USD","-","0.23","0.24"
"CNK","CINEMARK HOLDINGS INC","EQUITY","Communication","Equity","16,177,517.32","16,177,517.32","544,331.00","29.72","United States","NYSE","USD","1.00","USD","-","0.23","0.24"
"CPK","CHESAPEAKE UTILITIES CORP","EQUITY","Utilities","Equity","16,113,721.60","16,113,721.60","122,818.00","131.20","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"MTRN","MATERION CORP","EQUITY","Materials","Equity","15,999,417.63","15,999,417.63","98,707.00","162.09","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"EVTC","EVERTEC INC","EQUITY","Financials","Equity","15,771,426.56","15,771,426.56","553,772.00","28.48","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"PATK","PATRICK INDUSTRIES INC","EQUITY","Consumer Discretionary","Equity","15,677,885.57","15,677,885.57","129,473.00","121.09","United States","NASDAQ","USD","1.00","USD","-","0.23","0.23"
"MD","PEDIATRIX MEDICAL GROUP INC","EQUITY","Health Care","Equity","15,563,378.58","15,563,378.58","727,941.00","21.38","United States","NYSE","USD","1.00","USD","-","0.23","0.23"
"WT","WISDOMTREE INC","EQUITY","Financials","Equity","15,472,319.40","15,472,319.40","994,365.00","15.56","United States","NYSE","USD","1.00","USD","-","0.22","0.23"
"WSC","WILLSCOT HOLDINGS CORP CLASS A","EQUITY","Industrials","Equity","15,447,594.24","15,447,594.24","819,936.00","18.84","United States","NASDAQ","USD","1.00","USD","-","0.22","0.23"
"GFF","GRIFFON CORP","EQUITY","Industrials","Equity","15,127,633.40","15,127,633.40","199,573.00","75.80","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"WDFC","WD-40","EQUITY","Consumer Staples","Equity","15,103,252.48","15,103,252.48","68,864.00","219.32","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"HP","HELMERICH & PAYNE INC","EQUITY","Energy","Equity","14,973,121.28","14,973,121.28","423,448.00","35.36","United States","NYSE","USD","1.00","USD","-","0.22","0.22"
"VCEL","VERICEL CORP","EQUITY","Health Care","Equity","14,914,430.19","14,914,430.19","438,273.00","34.03","United States","NASDAQ","USD","1.00","USD","-","0.22","0.22"
"OTTR","OTTER TAIL CORP","EQUITY","Utilities","Equity","14,824,370.80","14,824,370.80","163,444.00","90.70","United States","NASDAQ","USD","1.00","USD","-","0.21","0.22"
"INDB","INDEPENDENT BANK CORP","EQUITY","Financials","Equity","14,721,643.86","14,721,643.86","183,722.00","80.13","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"RNG","RINGCENTRAL INC CLASS A","EQUITY","Information Technology","Equity","14,499,437.84","14,499,437.84","386,858.00","37.48","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"AGYS","AGILYSYS INC","EQUITY","Information Technology","Equity","14,485,244.58","14,485,244.58","220,778.00","65.61","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"RAMP","LIVERAMP HOLDINGS INC","EQUITY","Information Technology","Equity","14,471,570.41","14,471,570.41","545,891.00","26.51","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"BL","BLACKLINE INC","EQUITY","Information Technology","Equity","14,379,657.24","14,379,657.24","432,601.00","33.24","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"HCI","HCI GROUP INC","EQUITY","Financials","Equity","14,335,104.48","14,335,104.48","92,868.00","154.36","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"CBU","COMMUNITY FINANCIAL SYSTEM INC","EQUITY","Financials","Equity","14,252,605.44","14,252,605.44","231,976.00","61.44","United States","NYSE","USD","1.00","USD","-","0.21","0.21"
"EZPW","EZCORP NON VOTING INC CLASS A","EQUITY","Financials","Equity","14,246,920.22","14,246,920.22","508,274.00","28.03","United States","NASDAQ","USD","1.00","USD","-","0.21","0.21"
"SONO","SONOS INC","EQUITY","Consumer Discretionary","Equity","13,877,852.32","13,877,852.32","1,045,019.00","13.28","United States","NASDAQ","USD","1.00","USD","-","0.20","0.20"
"AVA","AVISTA CORP","EQUITY","Utilities","Equity","13,789,544.72","13,789,544.72","330,526.00","41.72","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"NVRI","ENVIRI CORP","EQUITY","Industrials","Equity","13,752,046.76","13,752,046.76","697,012.00","19.73","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"OSW","ONESPAWORLD HOLDINGS LTD","SWAP","Consumer Discretionary","Equity","0.00","13,712,420.15","564,065.00","24.31","United States","NASDAQ","USD","1.00","USD","-","0.20","-"
"BKU","BANKUNITED INC","EQUITY","Financials","Equity","13,685,555.88","13,685,555.88","291,306.00","46.98","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"AAMI","ACADIAN ASSET MANAGEMENT INC","EQUITY","Financials","Equity","13,619,157.09","13,619,157.09","229,163.00","59.43","United States","NYSE","USD","1.00","USD","-","0.20","0.20"
"LXP","LXP INDUSTRIAL TRUST","EQUITY","Real Estate","Equity","13,394,205.00","13,394,205.00","270,590.00","49.50","United States","NYSE","USD","1.00","USD","-","0.19","0.20"
"UFPT","UFP TECHNOLOGIES INC","EQUITY","Health Care","Equity","13,362,858.99","13,362,858.99","66,651.00","200.49","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"UNF","UNIFIRST CORP","EQUITY","Industrials","Equity","13,311,228.24","13,311,228.24","51,528.00","258.33","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"SEDG","SOLAREDGE TECHNOLOGIES INC","EQUITY","Information Technology","Equity","13,289,310.72","13,289,310.72","305,361.00","43.52","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"EFC","ELLINGTON FINANCIAL INC","EQUITY","Financials","Equity","13,247,604.30","13,247,604.30","1,077,041.00","12.30","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"AORT","ARTIVION INC","EQUITY","Health Care","Equity","13,139,723.10","13,139,723.10","364,385.00","36.06","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"SHOO","STEVEN MADDEN LTD","EQUITY","Consumer Discretionary","Equity","13,132,227.62","13,132,227.62","352,922.00","37.21","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"NGVT","INGEVITY CORP","EQUITY","Materials","Equity","13,050,520.00","13,050,520.00","177,800.00","73.40","United States","NYSE","USD","1.00","USD","-","0.19","0.19"
"BANF","BANCFIRST CORP","EQUITY","Financials","Equity","12,844,624.20","12,844,624.20","113,780.00","112.89","United States","NASDAQ","USD","1.00","USD","-","0.19","0.19"
"CLSK","CLEANSPARK INC","EQUITY","Information Technology","Equity","12,716,113.28","12,716,113.28","1,287,056.00","9.88","United States","NASDAQ","USD","1.00","USD","-","0.18","0.19"
"ICUI","ICU MEDICAL INC","EQUITY","Health Care","Equity","12,708,987.36","12,708,987.36","102,558.00","123.92","United States","NASDAQ","USD","1.00","USD","-","0.18","0.19"
"PARR","PAR PACIFIC HOLDINGS INC","EQUITY","Energy","Equity","12,666,170.14","12,666,170.14","208,634.00","60.71","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"SBCF","SEACOAST BANKING OF FLORIDA","EQUITY","Financials","Equity","12,614,497.60","12,614,497.60","393,220.00","32.08","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"MGEE","MGE ENERGY INC","EQUITY","Utilities","Equity","12,595,632.00","12,595,632.00","157,840.00","79.80","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"EXTR","EXTREME NETWORKS INC","EQUITY","Information Technology","Equity","12,494,724.00","12,494,724.00","757,256.00","16.50","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"UPWK","UPWORK INC","EQUITY","Industrials","Equity","12,488,874.58","12,488,874.58","1,129,193.00","11.06","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"ARLO","ARLO TECHNOLOGIES INC","EQUITY","Information Technology","Equity","12,475,905.60","12,475,905.60","917,346.00","13.60","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"PRLB","PROTO LABS INC","EQUITY","Industrials","Equity","12,431,174.40","12,431,174.40","205,440.00","60.51","United States","NYSE","USD","1.00","USD","-","0.18","0.18"
"ANIP","ANI PHARMACEUTICALS INC","EQUITY","Health Care","Equity","12,322,399.60","12,322,399.60","155,960.00","79.01","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"SRPT","SAREPTA THERAPEUTICS INC","EQUITY","Health Care","Equity","12,138,841.50","12,138,841.50","554,285.00","21.90","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"CARG","CARGURUS INC CLASS A","EQUITY","Communication","Equity","12,130,889.56","12,130,889.56","350,908.00","34.57","United States","NASDAQ","USD","1.00","USD","-","0.18","0.18"
"APAM","ARTISAN PARTNERS ASSET MANAGEMENT","EQUITY","Financials","Equity","12,096,785.60","12,096,785.60","328,717.00","36.80","United States","NYSE","USD","1.00","USD","-","0.17","0.18"
"CWENA","CLEARWAY ENERGY INC CLASS A","EQUITY","Utilities","Equity","12,086,265.49","12,086,265.49","298,943.00","40.43","United States","NYSE","USD","1.00","USD","-","0.17","0.18"
"CAKE","CHEESECAKE FACTORY INC","EQUITY","Consumer Discretionary","Equity","12,084,176.35","12,084,176.35","209,977.00","57.55","United States","NASDAQ","USD","1.00","USD","-","0.17","0.18"
"INSP","INSPIRE MEDICAL SYSTEMS INC","EQUITY","Health Care","Equity","11,994,699.52","11,994,699.52","224,704.00","53.38","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"HAYW","HAYWARD HOLDINGS INC","EQUITY","Industrials","Equity","11,801,591.60","11,801,591.60","831,098.00","14.20","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"TDC","TERADATA CORP","EQUITY","Information Technology","Equity","11,797,610.70","11,797,610.70","459,051.00","25.70","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"PRK","PARK NATIONAL CORP","EQUITY","Financials","Equity","11,769,216.62","11,769,216.62","68,374.00","172.13","United States","Nyse Mkt Llc","USD","1.00","USD","-","0.17","0.17"
"HCSG","HEALTHCARE SERVICES GROUP INC","EQUITY","Industrials","Equity","11,738,592.00","11,738,592.00","611,385.00","19.20","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"PGNY","PROGYNY INC","EQUITY","Health Care","Equity","11,730,627.70","11,730,627.70","692,890.00","16.93","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"USD","USD CASH","CASH","Cash and/or Derivatives","Cash","39,552,014.30","39,552,014.30","11,673,426.00","100.00","United States","-","USD","1.00","USD","-","0.57","0.58"
"PLUS","EPLUS","EQUITY","Information Technology","Equity","11,618,928.09","11,618,928.09","142,967.00","81.27","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"PRDO","PERDOCEO EDUCATION CORP","EQUITY","Consumer Discretionary","Equity","11,607,261.48","11,607,261.48","316,188.00","36.71","United States","NASDAQ","USD","1.00","USD","-","0.17","0.17"
"KN","KNOWLES CORP","EQUITY","Information Technology","Equity","11,469,248.70","11,469,248.70","420,119.00","27.30","United States","NYSE","USD","1.00","USD","-","0.17","0.17"
"CWT","CALIFORNIA WATER SERVICE GROUP","EQUITY","Utilities","Equity","11,361,441.33","11,361,441.33","248,229.00","45.77","United States","NYSE","USD","1.00","USD","-","0.16","0.17"
"CON","CONCENTRA GROUP HOLDINGS PARENT IN","EQUITY","Health Care","Equity","11,335,050.86","11,335,050.86","517,346.00","21.91","United States","NYSE","USD","1.00","USD","-","0.16","0.17"
"AMRX","AMNEAL PHARMACEUTICALS INC CLASS A","EQUITY","Health Care","Equity","11,236,974.55","11,236,974.55","884,105.00","12.71","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"CALY","CALLAWAY GOLF COMPANY","EQUITY","Consumer Discretionary","Equity","11,225,659.50","11,225,659.50","776,325.00","14.46","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"ALRM","ALARM.COM HOLDINGS INC","EQUITY","Information Technology","Equity","11,154,802.76","11,154,802.76","249,604.00","44.69","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"TRMK","TRUSTMARK CORP","EQUITY","Financials","Equity","11,097,366.73","11,097,366.73","249,323.00","44.51","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"FCPT","FOUR CORNERS PROPERTY INC TRUST","EQUITY","Real Estate","Equity","10,918,939.59","10,918,939.59","447,681.00","24.39","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"SPSC","SPS COMMERCE INC","EQUITY","Information Technology","Equity","10,908,650.40","10,908,650.40","196,340.00","55.56","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"TRIP","TRIPADVISOR INC","EQUITY","Communication","Equity","10,859,676.38","10,859,676.38","993,566.00","10.93","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"CHCO","CITY HOLDING","EQUITY","Financials","Equity","10,803,266.52","10,803,266.52","85,713.00","126.04","United States","NASDAQ","USD","1.00","USD","-","0.16","0.16"
"UE","URBAN EDGE PROPERTIES","EQUITY","Real Estate","Equity","10,755,866.26","10,755,866.26","521,623.00","20.62","United States","NYSE","USD","1.00","USD","-","0.16","0.16"
"NTCT","NETSCOUT SYSTEMS INC","EQUITY","Information Technology","Equity","10,544,297.25","10,544,297.25","313,725.00","33.61","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"AEO","AMERICAN EAGLE OUTFITTERS INC","EQUITY","Consumer Discretionary","Equity","10,462,498.79","10,462,498.79","571,409.00","18.31","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"NWN","NORTHWEST NATURAL HOLDING COMPANY","EQUITY","Utilities","Equity","10,452,645.46","10,452,645.46","189,841.00","55.06","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"RCUS","ARCUS BIOSCIENCES INC","EQUITY","Health Care","Equity","10,436,417.85","10,436,417.85","460,769.00","22.65","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"PAHC","PHIBRO ANIMAL HEALTH CORP CLASS A","EQUITY","Health Care","Equity","10,434,675.44","10,434,675.44","177,884.00","58.66","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"MCRI","MONARCH CASINO AND RESORT INC","EQUITY","Consumer Discretionary","Equity","10,294,152.27","10,294,152.27","104,541.00","98.47","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"SEZL","SEZZLE INC","EQUITY","Financials","Equity","10,288,133.48","10,288,133.48","148,052.00","69.49","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"GRBK","GREEN BRICK PARTNERS INC","EQUITY","Consumer Discretionary","Equity","10,230,679.12","10,230,679.12","149,944.00","68.23","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"PDFS","PDF SOLUTIONS INC","EQUITY","Information Technology","Equity","10,200,232.25","10,200,232.25","276,055.00","36.95","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"ATEN","A10 NETWORKS INC","EQUITY","Information Technology","Equity","10,185,057.42","10,185,057.42","406,914.00","25.03","United States","NYSE","USD","1.00","USD","-","0.15","0.15"
"VECO","VEECO INSTRUMENTS INC","EQUITY","Information Technology","Equity","10,169,804.40","10,169,804.40","266,924.00","38.10","United States","NASDAQ","USD","1.00","USD","-","0.15","0.15"
"ADT","ADT INC","EQUITY","Consumer Discretionary","Equity","9,894,545.64","9,894,545.64","1,446,571.00","6.84","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"EPAC","ENERPAC TOOL GROUP CORP CLASS A","EQUITY","Industrials","Equity","9,889,822.25","9,889,822.25","273,275.00","36.19","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"HRMY","HARMONY BIOSCIENCES HLDG INC","EQUITY","Health Care","Equity","9,762,135.24","9,762,135.24","342,892.00","28.47","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"XPEL","XPEL INC","EQUITY","Consumer Discretionary","Equity","9,712,627.47","9,712,627.47","217,139.00","44.73","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"CUBI","CUSTOMERS BANCORP INC","EQUITY","Financials","Equity","9,686,545.20","9,686,545.20","131,254.00","73.80","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"LTC","LTC PROPERTIES REIT INC","EQUITY","Real Estate","Equity","9,619,143.68","9,619,143.68","246,392.00","39.04","United States","NYSE","USD","1.00","USD","-","0.14","0.14"
"ADUS","ADDUS HOMECARE CORP","EQUITY","Health Care","Equity","9,586,185.70","9,586,185.70","103,859.00","92.30","United States","NASDAQ","USD","1.00","USD","-","0.14","0.14"
"COLL","COLLEGIUM PHARMACEUTICAL INC","EQUITY","Health Care","Equity","9,118,801.39","9,118,801.39","272,773.00","33.43","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"FBNC","FIRST BANCORP","EQUITY","Financials","Equity","9,107,158.24","9,107,158.24","157,264.00","57.91","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"PMT","PENNYMAC MORTGAGE INVESTMENT TRUST","EQUITY","Financials","Equity","9,001,872.00","9,001,872.00","750,156.00","12.00","United States","NYSE","USD","1.00","USD","-","0.13","0.13"
"CRVL","CORVEL CORP","EQUITY","Health Care","Equity","8,941,223.55","8,941,223.55","166,845.00","53.59","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"PFBC","PREFERRED BANK","EQUITY","Financials","Equity","8,648,937.50","8,648,937.50","93,250.00","92.75","United States","NASDAQ","USD","1.00","USD","-","0.13","0.13"
"NSSC","NAPCO SECURITY TECHNOLOGIES INC","EQUITY","Information Technology","Equity","8,640,957.33","8,640,957.33","202,887.00","42.59","United States","NASDAQ","USD","1.00","USD","-","0.12","0.13"
"FBK","FB FINANCIAL CORP","EQUITY","Financials","Equity","8,622,295.50","8,622,295.50","154,245.00","55.90","United States","NYSE","USD","1.00","USD","-","0.12","0.13"
"INVA","INNOVIVA INC","EQUITY","Health Care","Equity","8,596,404.52","8,596,404.52","363,946.00","23.62","United States","NASDAQ","USD","1.00","USD","-","0.12","0.13"
"KNTK","KINETIK HOLDINGS INC CLASS A","EQUITY","Energy","Equity","8,579,320.80","8,579,320.80","188,143.00","45.60","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"DRH","DIAMONDROCK HOSPITALITY","EQUITY","Real Estate","Equity","8,394,390.56","8,394,390.56","860,081.00","9.76","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"BKE","BUCKLE INC","EQUITY","Consumer Discretionary","Equity","8,368,819.20","8,368,819.20","155,670.00","53.76","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"PCRX","PACIRA BIOSCIENCES INC","EQUITY","Health Care","Equity","8,233,336.50","8,233,336.50","354,122.00","23.25","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"IPAR","INTERPARFUMS INC","EQUITY","Consumer Staples","Equity","8,129,850.65","8,129,850.65","89,783.00","90.55","United States","NASDAQ","USD","1.00","USD","-","0.12","0.12"
"HMN","HORACE MANN EDUCATORS CORP","EQUITY","Financials","Equity","8,109,261.20","8,109,261.20","181,822.00","44.60","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"TR","TOOTSIE ROLL INDUSTRIES INC","EQUITY","Consumer Staples","Equity","8,054,186.58","8,054,186.58","182,139.00","44.22","United States","NYSE","USD","1.00","USD","-","0.12","0.12"
"GTY","GETTY REALTY REIT CORP","EQUITY","Real Estate","Equity","7,885,324.20","7,885,324.20","237,868.00","33.15","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"OSW","ONESPAWORLD HOLDINGS LTD","EQUITY","Consumer Discretionary","Equity","7,738,237.65","7,738,237.65","318,315.00","24.31","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"PAYO","PAYONEER GLOBAL INC","EQUITY","Financials","Equity","7,650,835.65","7,650,835.65","1,645,341.00","4.65","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"GTM","ZOOMINFO TECHNOLOGIES INC","EQUITY","Communication","Equity","7,600,652.01","7,600,652.01","1,350,027.00","5.63","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"REX","REX AMERICAN RESOURCES CORP","EQUITY","Energy","Equity","7,551,798.17","7,551,798.17","169,589.00","44.53","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"BNL","BROADSTONE NET LEASE INC","EQUITY","Real Estate","Equity","7,549,648.13","7,549,648.13","386,963.00","19.51","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"YELP","YELP INC","EQUITY","Communication","Equity","7,405,780.59","7,405,780.59","291,681.00","25.39","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"TILE","INTERFACE INC","EQUITY","Industrials","Equity","7,389,191.25","7,389,191.25","281,493.00","26.25","United States","NASDAQ","USD","1.00","USD","-","0.11","0.11"
"CRK","COMSTOCK RESOURCES INC","EQUITY","Energy","Equity","7,339,956.75","7,339,956.75","395,685.00","18.55","United States","NYSE","USD","1.00","USD","-","0.11","0.11"
"FUN","SIX FLAGS ENTERTAINMENT CORP","EQUITY","Consumer Discretionary","Equity","7,187,602.24","7,187,602.24","396,448.00","18.13","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"PRGS","PROGRESS SOFTWARE CORP","EQUITY","Information Technology","Equity","7,091,618.75","7,091,618.75","246,665.00","28.75","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"CNS","COHEN & STEERS INC","EQUITY","Financials","Equity","6,967,017.00","6,967,017.00","109,030.00","63.90","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"DV","DOUBLEVERIFY HOLDINGS INC","EQUITY","Communication","Equity","6,849,949.65","6,849,949.65","678,885.00","10.09","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"WOR","WORTHINGTON ENTERPRISES INC","EQUITY","Industrials","Equity","6,828,011.59","6,828,011.59","124,667.00","54.77","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"OFG","OFG BANCORP","EQUITY","Financials","Equity","6,705,400.59","6,705,400.59","157,293.00","42.63","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
