iShares S&P Small-Cap 600 Growth ETF
Fund Holdings as of,"Apr 08, 2026"
Inception Date,"Jul 24, 2000"
Shares Outstanding,"44,950,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"GSHD","GOOSEHEAD INSURANCE INC CLASS A","EQUITY","Financials","Equity","6,646,557.06","6,646,557.06","145,662.00","45.63","United States","NASDAQ","USD","1.00","USD","-","0.10","0.10"
"NPK","NATIONAL PRESTO INDUSTRIES INC","EQUITY","Industrials","Equity","6,596,983.80","6,596,983.80","45,956.00","143.55","United States","NYSE","USD","1.00","USD","-","0.10","0.10"
"LQDT","LIQUIDITY SERVICES INC","EQUITY","Industrials","Equity","6,547,329.32","6,547,329.32","204,668.00","31.99","United States","NASDAQ","USD","1.00","USD","-","0.09","0.10"
"STEL","STELLAR BANCORP INC","EQUITY","Financials","Equity","6,512,356.20","6,512,356.20","174,594.00","37.30","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"WINA","WINMARK CORP","EQUITY","Consumer Discretionary","Equity","6,439,400.92","6,439,400.92","14,636.00","439.97","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"TNDM","TANDEM DIABETES CARE INC","EQUITY","Health Care","Equity","6,331,436.10","6,331,436.10","327,206.00","19.35","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"LKFN","LAKELAND FINANCIAL CORP","EQUITY","Financials","Equity","6,317,622.24","6,317,622.24","105,136.00","60.09","United States","NASDAQ","USD","1.00","USD","-","0.09","0.09"
"CXM","SPRINKLR INC CLASS A","EQUITY","Information Technology","Equity","6,067,032.15","6,067,032.15","1,073,811.00","5.65","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"VRE","VERIS RESIDENTIAL INC","EQUITY","Real Estate","Equity","6,007,667.60","6,007,667.60","317,530.00","18.92","United States","NYSE","USD","1.00","USD","-","0.09","0.09"
"MC","MOELIS CLASS A","SWAP","Financials","Equity","0.00","5,932,186.26","96,474.00","61.49","United States","NYSE","USD","1.00","USD","-","0.09","-"
"ACT","ENACT HOLDINGS INC","EQUITY","Financials","Equity","5,833,313.44","5,833,313.44","137,936.00","42.29","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"MXL","MAXLINEAR INC","EQUITY","Information Technology","Equity","5,805,372.54","5,805,372.54","303,311.00","19.14","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"XHR","XENIA HOTELS RESORTS REIT INC","EQUITY","Real Estate","Equity","5,751,459.12","5,751,459.12","378,884.00","15.18","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
"CTS","CTS CORP","EQUITY","Information Technology","Equity","5,680,770.15","5,680,770.15","111,061.00","51.15","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
"ASTE","ASTEC INDUSTRIES INC","EQUITY","Industrials","Equity","5,620,116.15","5,620,116.15","95,337.00","58.95","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"SDGR","SCHRODINGER INC","EQUITY","Health Care","Equity","5,608,331.50","5,608,331.50","487,681.00","11.50","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"ADAM","ADAMAS INC TRUST","EQUITY","Financials","Equity","5,560,314.00","5,560,314.00","729,700.00","7.62","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"PRA","PROASSURANCE CORP","EQUITY","Financials","Equity","5,530,160.35","5,530,160.35","227,485.00","24.31","United States","NYSE","USD","1.00","USD","-","0.08","0.08"
"NEO","NEOGENOMICS INC","EQUITY","Health Care","Equity","5,359,924.98","5,359,924.98","652,059.00","8.22","United States","NASDAQ","USD","1.00","USD","-","0.08","0.08"
"DFIN","DONNELLEY FINANCIAL SOLUTIONS INC","EQUITY","Financials","Equity","5,167,221.51","5,167,221.51","103,697.00","49.83","United States","NYSE","USD","1.00","USD","-","0.07","0.08"
"TNC","TENNANT","EQUITY","Industrials","Equity","5,064,188.14","5,064,188.14","67,694.00","74.81","United States","NYSE","USD","1.00","USD","-","0.07","0.07"
"TRUP","TRUPANION INC","EQUITY","Financials","Equity","4,984,138.54","4,984,138.54","194,162.00","25.67","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"WABC","WESTAMERICA BANCORPORATION","EQUITY","Financials","Equity","4,932,720.90","4,932,720.90","91,857.00","53.70","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"SAFT","SAFETY INSURANCE GROUP INC","EQUITY","Financials","Equity","4,927,473.30","4,927,473.30","65,990.00","74.67","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"USPH","US PHYSICAL THERAPY INC","EQUITY","Health Care","Equity","4,762,791.36","4,762,791.36","62,064.00","76.74","United States","NYSE","USD","1.00","USD","-","0.07","0.07"
"AZTA","AZENTA INC","EQUITY","Health Care","Equity","4,758,886.90","4,758,886.90","213,403.00","22.30","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"PZZA","PAPA JOHNS INTERNATIONAL INC","EQUITY","Consumer Discretionary","Equity","4,733,460.99","4,733,460.99","133,827.00","35.37","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"STAA","STAAR SURGICAL","EQUITY","Health Care","Equity","4,690,754.64","4,690,754.64","224,653.00","20.88","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","EQUITY","Consumer Staples","Equity","4,689,631.12","4,689,631.12","213,748.00","21.94","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"LZ","LEGALZOOM COM INC","EQUITY","Industrials","Equity","4,632,450.77","4,632,450.77","781,189.00","5.93","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"MSEX","MIDDLESEX WATER","EQUITY","Utilities","Equity","4,609,125.15","4,609,125.15","85,911.00","53.65","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"PENG","PENGUIN SOLUTIONS INC","EQUITY","Information Technology","Equity","4,502,570.24","4,502,570.24","203,552.00","22.12","United States","NASDAQ","USD","1.00","USD","-","0.07","0.07"
"JBGS","JBG SMITH PROPERTIES","EQUITY","Real Estate","Equity","4,497,700.48","4,497,700.48","308,908.00","14.56","United States","NYSE","USD","1.00","USD","-","0.07","0.07"
"HTZ","HERTZ GLOBAL HLDGS INC","EQUITY","Industrials","Equity","4,459,195.98","4,459,195.98","746,934.00","5.97","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"PRKS","UNITED PARKS AND RESORTS INC","EQUITY","Consumer Discretionary","Equity","4,424,593.44","4,424,593.44","125,556.00","35.24","United States","NYSE","USD","1.00","USD","-","0.06","0.06"
"CCOI","COGENT COMMUNICATIONS HOLDINGS INC","EQUITY","Communication","Equity","4,389,869.20","4,389,869.20","222,610.00","19.72","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"PBI","PITNEY BOWES INC","EQUITY","Industrials","Equity","4,253,807.74","4,253,807.74","385,658.00","11.03","United States","NYSE","USD","1.00","USD","-","0.06","0.06"
"CSR","CENTERSPACE","EQUITY","Real Estate","Equity","4,249,005.66","4,249,005.66","69,633.00","61.02","United States","NYSE","USD","1.00","USD","-","0.06","0.06"
"CVI","CVR ENERGY INC","EQUITY","Energy","Equity","4,108,954.44","4,108,954.44","125,733.00","32.68","United States","NYSE","USD","1.00","USD","-","0.06","0.06"
"VITL","VITAL FARMS INC","EQUITY","Consumer Staples","Equity","4,107,381.11","4,107,381.11","321,643.00","12.77","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"QNST","QUINSTREET INC","EQUITY","Communication","Equity","3,912,554.10","3,912,554.10","316,806.00","12.35","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"VIR","VIR BIOTECHNOLOGY INC","EQUITY","Health Care","Equity","3,826,544.96","3,826,544.96","401,948.00","9.52","United States","NASDAQ","USD","1.00","USD","-","0.06","0.06"
"UFCS","UNITED FIRE GROUP INC","EQUITY","Financials","Equity","3,636,256.14","3,636,256.14","93,381.00","38.94","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"INVX","INNOVEX INTERNATIONAL INC","EQUITY","Energy","Equity","3,628,570.62","3,628,570.62","140,806.00","25.77","United States","NYSE","USD","1.00","USD","-","0.05","0.05"
"FIZZ","NATIONAL BEVERAGE CORP","EQUITY","Consumer Staples","Equity","3,520,243.39","3,520,243.39","101,653.00","34.63","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"THRM","GENTHERM INC","EQUITY","Consumer Discretionary","Equity","3,382,111.12","3,382,111.12","116,504.00","29.03","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"BLFS","BIOLIFE SOLUTIONS INC","EQUITY","Health Care","Equity","3,338,125.02","3,338,125.02","169,362.00","19.71","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"WSR","WHITESTONE REIT","EQUITY","Real Estate","Equity","3,302,876.50","3,302,876.50","194,975.00","16.94","United States","NYSE","USD","1.00","USD","-","0.05","0.05"
"AMPH","AMPHASTAR PHARMACEUTICALS INC","EQUITY","Health Care","Equity","3,259,981.20","3,259,981.20","159,803.00","20.40","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"BJRI","BJS RESTAURANTS INC","EQUITY","Consumer Discretionary","Equity","3,158,776.96","3,158,776.96","82,604.00","38.24","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"TRST","TRUSTCO BANK CORP","EQUITY","Financials","Equity","2,969,181.60","2,969,181.60","64,268.00","46.20","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"CTKB","CYTEK BIOSCIENCES INC","EQUITY","Health Care","Equity","2,892,914.02","2,892,914.02","620,797.00","4.66","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"CERT","CERTARA INC","EQUITY","Health Care","Equity","2,873,159.61","2,873,159.61","529,127.00","5.43","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"GOGO","GOGO INC","EQUITY","Communication","Equity","2,825,262.53","2,825,262.53","674,287.00","4.19","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"UHT","UNIVERSAL HEALTH REALTY INCOME TRU","EQUITY","Real Estate","Equity","2,754,984.96","2,754,984.96","65,408.00","42.12","United States","NYSE","USD","1.00","USD","-","0.04","0.04"
"SPNT","SIRIUSPOINT LTD","SWAP","Financials","Equity","0.00","2,670,880.24","114,926.00","23.24","United States","NYSE","USD","1.00","USD","-","0.04","-"
"AMSF","AMERISAFE INC","EQUITY","Financials","Equity","2,547,195.02","2,547,195.02","75,562.00","33.71","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"WRLD","WORLD ACCEPTANCE CORP","EQUITY","Financials","Equity","2,513,067.61","2,513,067.61","16,589.00","151.49","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"PBI","PITNEY BOWES INC","SWAP","Industrials","Equity","0.00","2,395,826.30","217,210.00","11.03","United States","NYSE","USD","1.00","USD","-","0.03","-"
"NXRT","NEXPOINT RESIDENTIAL TRUST INC","EQUITY","Real Estate","Equity","2,182,210.96","2,182,210.96","87,149.00","25.04","United States","NYSE","USD","1.00","USD","-","0.03","0.03"
"HSTM","HEALTHSTREAM INC","EQUITY","Health Care","Equity","2,137,333.56","2,137,333.56","105,132.00","20.33","United States","NASDAQ","USD","1.00","USD","-","0.03","0.03"
"MKTX","MARKETAXESS HOLDINGS INC","SWAP","Financials","Equity","0.00","2,083,293.00","11,780.00","176.85","United States","NASDAQ","USD","1.00","USD","-","0.03","-"
"BFS","SAUL CENTERS REIT INC","EQUITY","Real Estate","Equity","2,044,303.04","2,044,303.04","60,554.00","33.76","United States","NYSE","USD","1.00","USD","-","0.03","0.03"
"MLISW","CASH COLLATERAL USD BOASW CFD","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","1,723,818.74","1,723,818.74","1,722,600.00","100.00","United States","-","USD","1.00","USD","Jan 01, 2006","0.02","0.03"
"NABL","N ABLE INC","EQUITY","Information Technology","Equity","1,551,658.00","1,551,658.00","330,140.00","4.70","United States","NYSE","USD","1.00","USD","-","0.02","0.02"
"MSFUT","CASH COLLATERAL MSFUT USD","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","974,000.00","974,000.00","974,000.00","100.00","United States","-","USD","1.00","USD","Feb 01, 2009","0.01","0.01"
"PRDO","PERDOCEO EDUCATION CORP","SWAP","Consumer Discretionary","Equity","0.00","892,383.39","24,309.00","36.71","United States","NASDAQ","USD","1.00","USD","-","0.01","-"
"FBP","FIRST BANCORP","SWAP","Financials","Equity","0.00","541,544.58","23,994.00","22.57","United States","NYSE","USD","1.00","USD","-","0.01","-"
"BNL","BROADSTONE NET LEASE INC","SWAP","Real Estate","Equity","0.00","526,770.00","27,000.00","19.51","United States","NYSE","USD","1.00","USD","-","0.01","-"
"BKU","BANKUNITED INC","SWAP","Financials","Equity","0.00","500,290.02","10,649.00","46.98","United States","NYSE","USD","1.00","USD","-","0.01","-"
"PFBC","PREFERRED BANK","SWAP","Financials","Equity","0.00","454,567.75","4,901.00","92.75","United States","NASDAQ","USD","1.00","USD","-","0.01","-"
"WSFS","WSFS FINANCIAL CORP","SWAP","Financials","Equity","0.00","361,595.52","5,268.00","68.64","United States","NASDAQ","USD","1.00","USD","-","0.01","-"
"OFG","OFG BANCORP","SWAP","Financials","Equity","0.00","323,988.00","7,600.00","42.63","United States","NYSE","USD","1.00","USD","-","-","-"
"CASH","PATHWARD FINANCIAL INC","SWAP","Financials","Equity","0.00","226,692.84","2,388.00","94.93","United States","NASDAQ","USD","1.00","USD","-","-","-"
"CUBI","CUSTOMERS BANCORP INC","SWAP","Financials","Equity","0.00","208,042.20","2,819.00","73.80","United States","NYSE","USD","1.00","USD","-","-","-"
"AX","AXOS FINANCIAL INC","SWAP","Financials","Equity","0.00","193,938.30","2,082.00","93.15","United States","NYSE","USD","1.00","USD","-","-","-"
"TRST","TRUSTCO BANK CORP","SWAP","Financials","Equity","0.00","134,673.00","2,915.00","46.20","United States","NASDAQ","USD","1.00","USD","-","-","-"
"STEP","STEPSTONE GROUP INC CLASS A","SWAP","Financials","Equity","0.00","131,446.32","2,708.00","48.54","United States","NASDAQ","USD","1.00","USD","-","-","-"
"-","OMNIAB INC $12.50 VESTING Prvt","WARRANT","Health Care","Equity","0.77","0.77","76,503.00","0.00","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-","-","-"
"-","OMNIAB INC $15.00 VESTING Prvt","WARRANT","Health Care","Equity","0.77","0.77","76,503.00","0.00","United States","NO MARKET (E.G. UNLISTED)","USD","1.00","USD","-","-","-"
"RTYM6","RUSSELL 2000 EMINI CME JUN 26","INDEX","Cash and/or Derivatives","Futures","0.00","45,729,395.00","347.00","2,635.70","-","Chicago Mercantile Exchange","USD","1.00","USD","-","0.66","-"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners."
