ticker
SOXX
AIRR
VGT
RTH
ARTY
VTV
VIG
QQQM
IAUM
VBR
QUAL
XSMO
DGRO
QUS
IHAK
UTES
MGV
QQQE
DXJ
SCHD
QTOP
KBWB
QTUM
GOAU
SPEM
MGK
SHLD
