Date,Open,10:00 AM,11:00 AM,2:00 PM,Close,,Open,10:00 AM,11:00 AM,2:00 PM,Close,,,Close - Open,,Relative AD,,5-day RAD,10-day RAD,20-day RAD,,Close - 10am,,Relative AD,,5-day RAD,10-day RAD,20-day RAD,,Close - 11am,,Relative AD,,5-day RAD,10-day RAD,20-day RAD,,,,,
8/13/2025, 141.27 , 139.69 , 138.16 , 137.17 , 137.97 ,, 0.05 , (1.58), (1.53), (0.99), 0.80 ,,,-2.3360%,,-2.3313%,0,-0.8529%,2.4211%,10.5275%,,-1.2313%,,-1.0703%,,-2.0202%,0.1193%,4.6795%,,-0.1375%,,-0.3006%,,-0.1743%,0.3396%,2.9557%,,0,0,0,0
8/14/2025, 136.63 , 137.26 , 136.89 , 136.25 , 136.41 ,, (1.34), 0.63 , (0.37), (0.64), 0.16 ,,,-0.1610%,,-0.4955%,0,-2.1631%,1.8314%,7.0755%,,-0.6193%,,-0.7621%,,-3.4619%,-0.3938%,3.3593%,,-0.3506%,,-0.3817%,,-0.8900%,0.5599%,1.7011%,,0,0,0,0
8/15/2025, 136.34 , 136.90 , 138.03 , 136.35 , 137.30 ,, (0.07), 0.56 , 1.13 , (1.68), 0.95 ,,,0.7041%,,1.0989%,0,-0.2991%,2.4197%,8.5937%,,0.2922%,,0.3947%,,-3.5879%,-1.4102%,3.8261%,,-0.5289%,,-0.5071%,,-0.8285%,-0.3958%,0.9158%,,0,0,0,0
8/18/2025, 136.42 , 135.46 , 136.32 , 136.93 , 137.99 ,, (0.88), (0.96), 0.86 , 0.61 , 1.06 ,,,1.1509%,,1.0871%,0,0.6121%,2.0170%,9.7419%,,1.8677%,,1.7837%,,0.5012%,-0.1338%,5.4748%,,1.2251%,,1.2188%,,1.3050%,0.7010%,2.5318%,,1,0,0,1
8/19/2025, 137.00 , 136.47 , 134.56 , 133.61 , 132.74 ,, (0.99), (0.53), (1.91), (0.95), (0.87),,,-3.1095%,,-2.5886%,0,-3.2294%,1.4705%,8.7548%,,-2.7332%,,-2.2510%,,-1.9050%,-1.3393%,1.1329%,,-1.3526%,,-1.1264%,,-1.0970%,-1.0235%,1.6323%,,0,0,0,0
8/20/2025, 131.30 , 129.25 , 128.10 , 130.06 , 131.44 ,, (1.44), (2.05), (1.15), 1.96 , 1.38 ,,,0.1066%,,0.3146%,0,-0.5835%,-1.4364%,7.7100%,,1.6944%,,1.2726%,,0.4378%,-1.5823%,2.2008%,,2.6073%,,1.8669%,,1.0705%,0.8962%,3.7195%,,0,1,0,1
8/21/2025, 130.67 , 130.26 , 131.60 , 131.48 , 132.05 ,, (0.77), (0.41), 1.34 , (0.12), 0.57 ,,,1.0561%,,1.1708%,0,1.0828%,-1.0803%,8.8189%,,1.3742%,,1.3080%,,2.5080%,-0.9539%,2.9323%,,0.3419%,,0.5931%,,2.0452%,1.1552%,4.1251%,,1,1,0,2
8/22/2025, 130.70 , 131.94 , 133.90 , 132.79 , 133.25 ,, (1.35), 1.24 , 1.96 , (1.11), 0.46 ,,,1.9510%,,0.7688%,0,0.7527%,0.4536%,9.4184%,,0.9929%,,-0.0864%,,2.0270%,-1.5610%,3.3634%,,-0.4854%,,-0.4312%,,2.1211%,1.2926%,4.2140%,,1,1,0,2
8/25/2025, 133.58 , 131.81 , 132.84 , 133.15 , 133.04 ,, 0.33 , (1.77), 1.03 , 0.31 , (0.11),,,-0.4043%,,-0.1605%,0,-0.4948%,0.1173%,6.9527%,,0.9332%,,1.2234%,,1.4667%,1.9679%,3.0887%,,0.1506%,,0.4532%,,1.3554%,2.6604%,2.8723%,,0,0,0,0
8/26/2025, 132.79 , 134.13 , 134.18 , 133.26 , 134.26 ,, (0.25), 1.34 , 0.05 , (0.92), 1.00 ,,,1.1070%,,0.6508%,0,2.7445%,-0.4849%,6.5654%,,0.0969%,,-0.3046%,,3.4131%,1.5080%,3.1816%,,0.0596%,,-0.3200%,,2.1618%,1.0648%,2.3335%,,1,1,0,2
8/27/2025, 134.24 , 134.00 , 133.95 , 133.59 , 133.17 ,, (0.02), (0.24), (0.05), (0.36), (0.42),,,-0.7971%,,-1.1151%,0,1.3148%,0.7313%,3.1524%,,-0.6194%,,-0.8162%,,1.3243%,1.7621%,1.8814%,,-0.5823%,,-0.6504%,,-0.3554%,0.7151%,1.0547%,,1,1,0,2
8/28/2025, 131.50 , 133.92 , 134.98 , 135.66 , 136.24 ,, (1.67), 2.42 , 1.06 , 0.68 , 0.58 ,,,3.6046%,,3.3496%,0,3.4936%,4.5764%,6.4078%,,1.7324%,,1.2757%,,1.2919%,3.7999%,3.4061%,,0.9335%,,0.6243%,,-0.3242%,1.7210%,2.2809%,,1,0,0,1
8/29/2025, 135.51 , 136.18 , 134.68 , 135.92 , 136.55 ,, (0.73), 0.67 , (1.50), 1.24 , 0.63 ,,,0.7675%,,1.1412%,0,3.8660%,4.6188%,7.0384%,,0.2717%,,0.3430%,,1.7212%,3.7482%,2.3380%,,1.3885%,,1.1974%,,1.3045%,3.4256%,3.0298%,,1,0,0,1
9/2/2025, 132.41 , 133.88 , 134.56 , 136.26 , 135.86 ,, (4.14), 1.47 , 0.68 , 1.70 , (0.40),,,2.6055%,,2.1648%,0,6.1913%,5.6964%,7.7134%,,1.4789%,,1.2849%,,1.7827%,3.2494%,3.1156%,,0.9661%,,0.5490%,,1.4003%,2.7557%,3.4567%,,1,1,0,2
9/3/2025, 135.68 , 136.60 , 136.97 , 137.45 , 137.40 ,, (0.18), 0.92 , 0.37 , 0.48 , (0.05),,,1.2677%,,1.1168%,0,6.6573%,9.4018%,10.8723%,,0.5857%,,0.3208%,,2.4082%,5.8212%,4.4819%,,0.3139%,,0.3652%,,2.0855%,4.2473%,3.2238%,,1,0,0,1
9/4/2025, 138.93 , 139.83 , 140.51 , 140.91 , 141.22 ,, 1.53 , 0.90 , 0.68 , 0.40 , 0.31 ,,,1.6483%,,0.9391%,0,8.7115%,10.0263%,8.5899%,,0.9941%,,0.3521%,,3.5764%,4.9007%,3.3183%,,0.5053%,,-0.0136%,,2.7223%,2.3669%,3.2630%,,1,0,1,2
9/5/2025, 144.13 , 142.26 , 141.22 , 143.04 , 142.91 ,, 2.91 , (1.87), (1.04), 1.82 , (0.13),,,-0.8465%,,-0.1956%,0,5.1663%,8.6598%,7.5795%,,0.4569%,,1.0452%,,3.3459%,4.6378%,3.6839%,,1.1967%,,0.7155%,,2.8135%,2.4893%,3.6445%,,1,0,0,1
9/8/2025, 143.80 , 142.15 , 141.51 , 141.91 , 140.10 ,, 0.89 , (1.65), (0.64), 0.40 , (1.81),,,-2.5730%,,-2.6008%,0,1.4243%,5.2903%,5.7439%,,-1.4421%,,-1.5085%,,1.4945%,3.2157%,1.6548%,,-0.9964%,,-0.9071%,,0.7089%,2.0134%,3.3060%,,1,0,0,1
9/9/2025, 140.97 , 142.10 , 141.78 , 140.85 , 141.91 ,, 0.87 , 1.13 , (0.32), (0.93), 1.06 ,,,0.6668%,,0.4572%,0,-0.2833%,5.9080%,6.0253%,,-0.1337%,,-0.3356%,,-0.1260%,1.6568%,3.6247%,,0.0917%,,-0.2168%,,-0.0568%,1.3435%,4.0039%,,0,0,0,0
9/10/2025, 145.56 , 148.71 , 150.72 , 151.04 , 150.74 ,, 3.65 , 3.15 , 2.01 , 0.32 , (0.30),,,3.5587%,,3.7713%,0,2.3713%,9.0286%,8.5437%,,1.3651%,,1.5747%,,1.1279%,3.5361%,5.0441%,,0.0133%,,0.1954%,,-0.2266%,1.8589%,2.9237%,,1,0,0,1
9/11/2025, 151.99 , 154.84 , 154.11 , 152.35 , 153.02 ,, 1.25 , 2.85 , (0.73), (1.76), 0.67 ,,,0.6777%,,0.1503%,0,1.5825%,10.2940%,11.0253%,,-1.1754%,,-1.4896%,,-0.7138%,2.8626%,4.6247%,,-0.7073%,,-0.8565%,,-1.0696%,1.6527%,2.3678%,,1,0,0,1
9/12/2025, 149.18 , 144.58 , 141.79 , 142.34 , 139.39 ,, (3.84), (4.60), (2.79), 0.55 , (2.95),,,-6.5625%,,-6.5336%,0,-4.7555%,0.4107%,4.9871%,,-3.5897%,,-3.5016%,,-5.2605%,-1.9146%,1.8853%,,-1.6926%,,-1.5453%,,-3.3303%,-0.5169%,1.2042%,,0,0,0,0
9/15/2025, 139.60 , 142.83 , 143.28 , 145.09 , 145.45 ,, 0.21 , 3.23 , 0.45 , 1.81 , 0.36 ,,,4.1905%,,4.0071%,0,1.8523%,3.2766%,7.8954%,,1.8343%,,1.8041%,,-1.9480%,-0.4535%,3.2947%,,1.5145%,,1.5296%,,-0.8936%,-0.1847%,3.2409%,,1,0,0,1
9/16/2025, 145.26 , 145.61 , 143.09 , 141.57 , 142.15 ,, (0.19), 0.35 , (2.52), (1.52), 0.58 ,,,-2.1410%,,-1.9082%,0,-0.5131%,-0.7963%,4.9001%,,-2.3762%,,-2.3232%,,-3.9356%,-4.0616%,-0.8122%,,-0.6569%,,-0.6691%,,-1.3459%,-1.4027%,1.3530%,,0,1,0,1
9/17/2025, 142.63 , 141.26 , 141.37 , 142.02 , 142.83 ,, 0.48 , (1.37), 0.11 , 0.65 , 0.81 ,,,0.1402%,,0.2660%,0,-4.0184%,-1.6471%,7.7547%,,1.1114%,,1.2175%,,-4.2928%,-3.1649%,2.6563%,,1.0328%,,1.0540%,,-0.4873%,-0.7139%,3.5334%,,0,0,0,0
9/18/2025, 144.00 , 145.46 , 145.57 , 145.93 , 146.63 ,, 1.17 , 1.46 , 0.11 , 0.36 , 0.70 ,,,1.8264%,,1.7673%,0,-2.4014%,-0.8190%,9.2073%,,0.8043%,,0.7710%,,-2.0322%,-2.7460%,2.1547%,,0.7282%,,0.8023%,,1.1716%,0.1020%,2.4689%,,0,0,0,0
9/19/2025, 148.90 , 148.11 , 147.75 , 148.74 , 149.61 ,, 2.27 , (0.79), (0.36), 0.99 , 0.87 ,,,0.4768%,,0.2700%,0,4.4022%,-0.3533%,8.3065%,,1.0128%,,0.7787%,,2.2481%,-3.0125%,1.6254%,,1.2589%,,0.9400%,,3.6568%,0.3265%,2.8158%,,1,1,0,2
9/22/2025, 148.78 , 146.88 , 148.12 , 145.76 , 145.38 ,, (0.83), (1.90), 1.24 , (2.36), (0.38),,,-2.2853%,,-2.9739%,0,-2.5788%,-0.7264%,4.5639%,,-1.0212%,,-1.5262%,,-1.0822%,-3.0302%,0.1855%,,-1.8499%,,-2.1115%,,0.0157%,-0.8779%,1.1355%,,0,0,0,0
9/23/2025, 144.86 , 145.41 , 145.11 , 143.90 , 144.08 ,, (0.52), 0.55 , (0.30), (1.21), 0.18 ,,,-0.5385%,,-0.0150%,0,-0.6856%,-1.1987%,4.7093%,,-0.9147%,,-0.3658%,,0.8752%,-3.0605%,-1.4037%,,-0.7098%,,-0.2461%,,0.4387%,-0.9072%,0.4363%,,0,1,0,1
9/24/2025, 144.50 , 142.59 , 143.28 , 141.43 , 142.62 ,, 0.42 , (1.91), 0.69 , (1.85), 1.19 ,,,-1.3010%,,-0.7788%,0,-1.7304%,-5.7489%,3.2797%,,0.0210%,,0.3227%,,-0.0197%,-4.3125%,-0.7764%,,-0.4606%,,-0.1755%,,-0.7908%,-1.2781%,0.5808%,,0,1,0,1
9/25/2025, 141.69 , 140.19 , 141.65 , 141.86 , 143.09 ,, (0.93), (1.50), 1.46 , 0.21 , 1.23 ,,,0.9881%,,0.9866%,0,-2.5112%,-4.9126%,5.3814%,,2.0686%,,1.7163%,,0.9256%,-1.1066%,1.7561%,,1.0166%,,1.1441%,,-0.4491%,0.7225%,2.3753%,,0,1,0,1
9/26/2025, 144.09 , 142.94 , 141.36 , 142.31 , 142.50 ,, 1.00 , (1.15), (1.58), 0.95 , 0.19 ,,,-1.1035%,,-1.4537%,0,-4.2349%,0.1673%,0.5780%,,-0.3078%,,-0.3124%,,-0.1654%,2.0826%,0.1680%,,0.8065%,,0.2946%,,-1.0944%,2.5625%,2.0456%,,0,0,0,0
9/29/2025, 144.92 , 146.72 , 144.38 , 143.60 , 143.37 ,, 2.42 , 1.80 , (2.34), (0.78), (0.23),,,-1.0696%,,-0.9567%,0,-2.2177%,-4.7965%,-1.5199%,,-2.2833%,,-2.1463%,,-0.7855%,-1.8677%,-2.3212%,,-0.6995%,,-0.5716%,,0.4455%,0.4612%,0.2766%,,0,1,0,1
9/30/2025, 143.43 , 144.36 , 144.44 , 144.06 , 145.71 ,, 0.06 , 0.93 , 0.08 , (0.38), 1.65 ,,,1.5896%,,1.1099%,0,-1.0928%,-1.7784%,-2.5747%,,0.9352%,,0.4782%,,0.0585%,0.9337%,-3.1279%,,0.8793%,,0.4435%,,1.1351%,1.5738%,0.1711%,,0,1,1,2
10/1/2025, 144.65 , 144.39 , 146.20 , 149.08 , 149.27 ,, (1.06), (0.26), 1.81 , 2.88 , 0.19 ,,,3.1939%,,2.3887%,1,2.0748%,0.3444%,-1.3028%,,3.3797%,,2.6611%,,2.3969%,2.3772%,-0.7877%,,2.0999%,,1.6928%,,3.0035%,2.2126%,1.4988%,,1,1,1,3
10/2/2025, 150.00 , 142.95 , 142.48 , 143.66 , 144.47 ,, 0.73 , (7.05), (0.47), 1.18 , 0.81 ,,,-3.6867%,,-3.4958%,0,-2.4075%,-4.9187%,-5.7376%,,1.0633%,,1.1007%,,1.7813%,2.7069%,-0.0391%,,1.3967%,,1.1570%,,3.0164%,2.5673%,2.6693%,,0,1,1,2
10/3/2025, 146.01 , 144.84 , 147.13 , 145.72 , 145.50 ,, 1.54 , (1.17), 2.29 , (1.41), (0.22),,,-0.3493%,,-0.2329%,0,-1.1867%,-5.4215%,-5.7749%,,0.4557%,,0.7061%,,2.7997%,2.6343%,-0.3782%,,-1.1079%,,-0.6764%,,2.0453%,0.9510%,1.2775%,,0,1,1,2
10/6/2025, 151.60 , 152.43 , 151.61 , 152.89 , 149.51 ,, 6.10 , 0.83 , (0.82), 1.28 , (3.38),,,-1.3786%,,-1.3742%,0,-1.6042%,-3.8218%,-4.5483%,,-1.9156%,,-2.1515%,,2.7946%,2.0090%,-1.0212%,,-1.3851%,,-1.5089%,,1.1081%,1.5536%,0.6757%,,0,1,1,2
10/7/2025, 150.48 , 149.54 , 148.46 , 144.94 , 145.27 ,, 0.97 , (0.94), (1.08), (3.52), 0.33 ,,,-3.4623%,,-2.9552%,0,-5.6693%,-6.7621%,-7.9607%,,-2.8554%,,-2.3943%,,-0.0779%,-0.0194%,-3.0799%,,-2.1487%,,-1.8849%,,-1.2203%,-0.0852%,-0.9924%,,0,1,1,2
10/8/2025, 147.99 , 153.74 , 153.85 , 156.22 , 157.37 ,, 2.72 , 5.75 , 0.11 , 2.37 , 1.15 ,,,6.3383%,,5.9175%,0,-2.1405%,-0.0657%,-5.8146%,,2.3611%,,1.9449%,,-0.7941%,1.6028%,-2.7097%,,2.2879%,,2.0929%,,-0.8202%,2.1832%,0.9051%,,0,0,1,1
10/9/2025, 157.00 , 157.01 , 156.72 , 156.69 , 158.30 ,, (0.37), 0.01 , (0.29), (0.03), 1.61 ,,,0.8280%,,1.1784%,1,2.5337%,0.1262%,-4.7864%,,0.8216%,,0.9317%,,-0.9630%,0.8183%,-0.2883%,,1.0082%,,1.0365%,,-0.9408%,2.0756%,2.7981%,,1,1,1,3
10/10/2025, 159.86 , 161.30 , 160.22 , 154.72 , 154.13 ,, 1.56 , 1.44 , (1.08), (5.50), (0.59),,,-3.5844%,,-0.7516%,1,2.0150%,0.8283%,0.9956%,,-4.4451%,,-1.4853%,,-3.1544%,-0.3547%,1.7280%,,-3.8010%,,-1.3995%,,-1.6639%,0.3815%,2.9439%,,1,1,1,3
10/13/2025, 160.76 , 160.09 , 158.38 , 150.70 , 147.42 ,, 6.63 , (0.67), (1.71), (7.68), (3.28),,,-8.2981%,,-8.6614%,0,-5.2722%,-6.8764%,-11.6729%,,-7.9143%,,-7.9399%,,-8.9429%,-6.1483%,-8.0161%,,-6.9201%,,-7.3487%,,-7.5037%,-6.3956%,-5.9344%,,0,1,1,2
10/14/2025, 142.99 , 137.43 , 140.72 , 140.90 , 138.82 ,, (4.43), (5.56), 3.29 , 0.18 , (2.08),,,-2.9163%,,-3.6817%,0,-5.9987%,-11.6680%,-13.4464%,,1.0114%,,0.1923%,,-6.3563%,-6.4342%,-5.5005%,,-1.3502%,,-1.7216%,,-7.3404%,-8.5607%,-6.9869%,,0,1,1,2
10/15/2025, 140.42 , 143.37 , 144.01 , 143.53 , 143.40 ,, 1.60 , 2.95 , 0.64 , (0.48), (0.13),,,2.1222%,,2.3831%,0,-9.5331%,-11.6736%,-11.3292%,,0.0209%,,0.5042%,,-7.7969%,-8.5910%,-6.2138%,,-0.4236%,,0.1653%,,-9.2680%,-10.0882%,-7.8756%,,0,1,1,2
10/16/2025, 144.90 , 144.99 , 146.34 , 146.50 , 146.00 ,, 1.50 , 0.09 , 1.35 , 0.16 , (0.50),,,0.7591%,,1.6844%,0,-9.0271%,-6.4934%,-11.4121%,,0.6966%,,1.5936%,,-7.1350%,-8.0980%,-5.3912%,,-0.2323%,,0.7331%,,-9.5714%,-10.5121%,-7.9448%,,0,0,1,1
10/17/2025, 143.01 , 142.13 , 141.86 , 142.89 , 143.10 ,, (2.99), (0.88), (0.27), 1.03 , 0.21 ,,,0.0629%,,-0.6785%,0,-8.9540%,-6.9391%,-12.3606%,,0.6825%,,0.1209%,,-5.5288%,-8.6832%,-6.0489%,,0.8741%,,0.1448%,,-8.0270%,-9.6909%,-8.7399%,,0,0,1,1
10/20/2025, 146.32 , 148.30 , 148.88 , 148.71 , 146.49 ,, 3.22 , 1.98 , 0.58 , (0.17), (2.22),,,0.1162%,,-0.4757%,0,-0.7684%,-6.0406%,-9.8625%,,-1.2205%,,-1.5988%,,0.8123%,-8.1306%,-6.1215%,,-1.6053%,,-1.6143%,,-2.2926%,-9.7963%,-8.2427%,,0,1,1,2
10/21/2025, 145.45 , 145.55 , 146.48 , 146.30 , 145.91 ,, (1.04), 0.10 , 0.93 , (0.18), (0.39),,,0.3163%,,0.3416%,1,3.2549%,-2.7438%,-9.5059%,,0.2473%,,0.1429%,,0.7629%,-5.5934%,-5.6127%,,-0.3891%,,-0.1958%,,-0.7669%,-8.1072%,-8.1925%,,1,1,1,3
10/22/2025, 145.87 , 146.55 , 143.97 , 144.96 , 146.60 ,, (0.04), 0.68 , (2.58), 0.99 , 1.64 ,,,0.5004%,,1.1269%,1,1.9987%,-7.5344%,-7.6001%,,0.0341%,,0.5525%,,0.8112%,-6.9857%,-5.3829%,,1.8268%,,2.1670%,,1.2348%,-8.0331%,-5.8499%,,1,1,1,3
10/23/2025, 146.78 , 151.16 , 152.71 , 153.23 , 152.80 ,, 0.18 , 4.38 , 1.55 , 0.52 , (0.43),,,4.1014%,,3.5760%,1,3.8903%,-5.1368%,-5.0106%,,1.0849%,,0.8357%,,0.0533%,-7.0818%,-6.2635%,,0.0589%,,-0.1529%,,0.3488%,-9.2225%,-7.1469%,,1,1,1,3
10/24/2025, 155.00 , 153.40 , 154.87 , 153.64 , 153.82 ,, 2.20 , (1.60), 1.47 , (1.23), 0.18 ,,,-0.7613%,,-0.8781%,1,3.6907%,-5.2633%,-4.4350%,,0.2738%,,0.2797%,,0.2120%,-5.3168%,-5.6715%,,-0.6780%,,-0.7607%,,-0.5568%,-8.5838%,-8.2023%,,1,1,1,3
10/27/2025, 157.41 , 156.55 , 157.19 , 157.41 , 156.80 ,, 3.59 , (0.86), 0.64 , 0.22 , (0.61),,,-0.3875%,,-0.7464%,1,3.4201%,2.6517%,-4.2247%,,0.1597%,,-0.1477%,,1.6631%,2.4754%,-3.6729%,,-0.2481%,,-0.6128%,,0.4447%,-1.8479%,-8.2435%,,1,1,1,3
10/28/2025, 156.62 , 157.10 , 156.67 , 156.72 , 156.80 ,, (0.18), 0.48 , (0.43), 0.05 , 0.08 ,,,0.1149%,,0.1251%,0,3.2036%,6.4585%,-5.2095%,,-0.1910%,,-0.3893%,,1.1309%,1.8938%,-4.5404%,,0.0830%,,-0.0818%,,0.5587%,-0.2081%,-8.7688%,,1,0,1,2
10/29/2025, 157.21 , 160.96 , 159.69 , 160.28 , 162.10 ,, 0.41 , 3.75 , (1.27), 0.59 , 1.82 ,,,3.1105%,,3.3167%,0,5.3934%,7.3920%,-4.2815%,,0.7083%,,1.0374%,,1.6158%,2.4270%,-6.1640%,,1.5092%,,1.6617%,,0.0534%,1.2882%,-8.7999%,,1,0,1,2
10/30/2025, 162.47 , 163.65 , 160.71 , 161.33 , 158.44 ,, 0.37 , 1.18 , (2.94), 0.62 , (2.89),,,-2.4805%,,-1.8853%,0,-0.0680%,3.8223%,-2.6711%,,-3.1836%,,-2.4289%,,-1.6488%,-1.5955%,-9.6936%,,-1.4125%,,-0.7433%,,-0.5369%,-0.1881%,-10.7002%,,0,0,1,1
10/31/2025, 161.09 , 161.38 , 161.90 , 157.24 , 157.69 ,, 2.65 , 0.29 , 0.52 , (4.66), 0.45 ,,,-2.1106%,,-1.6756%,0,-0.8655%,2.8252%,-4.1139%,,-2.2865%,,-2.0802%,,-4.0087%,-3.7967%,-12.4799%,,-2.6004%,,-2.2483%,,-2.0245%,-2.5812%,-12.2721%,,0,0,1,1
11/3/2025, 160.50 , 157.47 , 156.71 , 157.84 , 157.62 ,, 2.81 , (3.03), (0.76), 1.13 , (0.22),,,-1.7944%,,-1.4560%,0,-1.5752%,1.8449%,-4.1957%,,0.0953%,,-0.0249%,,-3.8859%,-2.2227%,-10.3533%,,0.5807%,,0.4385%,,-0.9731%,-0.5284%,-10.3247%,,0,0,1,1
11/4/2025, 152.86 , 156.47 , 155.33 , 154.50 , 153.58 ,, (4.76), 3.61 , (1.14), (0.83), (0.92),,,0.4710%,,0.5834%,0,-1.1169%,2.0867%,-0.6571%,,-1.8470%,,-1.3563%,,-4.8529%,-3.7220%,-9.3154%,,-1.1266%,,-0.7093%,,-1.6007%,-1.0419%,-9.1492%,,0,0,0,0
11/5/2025, 142.67 , 142.79 , 144.41 , 142.30 , 140.41 ,, (10.91), 0.12 , 1.62 , (2.11), (1.89),,,-1.5841%,,-1.9589%,0,-6.3925%,-0.9991%,-8.5335%,,-1.6668%,,-1.7007%,,-7.5911%,-5.9753%,-12.9610%,,-2.7699%,,-2.7168%,,-5.9791%,-5.9257%,-13.9589%,,0,0,1,1
11/6/2025, 140.65 , 137.17 , 134.26 , 136.21 , 134.02 ,, 0.24 , (3.48), (2.91), 1.95 , (2.19),,,-4.7138%,,-3.8032%,0,-8.3103%,-8.3783%,-13.5152%,,-2.2964%,,-1.7283%,,-6.8905%,-8.5393%,-15.6210%,,-0.1788%,,-0.0834%,,-5.3192%,-5.8562%,-15.0787%,,0,1,1,2
11/7/2025, 140.65 , 137.17 , 134.26 , 136.21 , 134.65 ,, 6.63 , (3.48), (2.91), 1.95 , (1.56),,,-4.2659%,,-4.7241%,0,-11.3588%,-12.2243%,-17.4876%,,-1.8371%,,-2.5456%,,-7.3558%,-11.3646%,-16.6813%,,0.2905%,,-0.8613%,,-3.9322%,-5.9567%,-14.5405%,,0,1,1,2
11/10/2025, 137.50 , 138.07 , 135.50 , 138.03 , 137.26 ,, 2.85 , 0.57 , (2.57), 2.53 , (0.77),,,-0.1745%,,-0.7785%,0,-10.6812%,-12.2564%,-9.6047%,,-0.5867%,,-0.9978%,,-8.3288%,-12.2147%,-9.7392%,,1.2989%,,0.5462%,,-3.8246%,-4.7977%,-6.6456%,,0,1,0,1
11/11/2025, 134.90 , 134.83 , 134.60 , 135.87 , 134.96 ,, (2.36), (0.07), (0.23), 1.27 , (0.91),,,0.0445%,,-0.3894%,0,-11.6540%,-12.7709%,-6.3124%,,0.0964%,,-0.2268%,,-7.1992%,-12.0521%,-10.1583%,,0.2675%,,-0.2862%,,-3.4014%,-5.0021%,-5.2102%,,0,1,0,1
11/12/2025, 136.22 , 134.46 , 134.53 , 135.20 , 134.99 ,, 1.26 , (1.76), 0.07 , 0.67 , (0.21),,,-0.9030%,,-0.6897%,0,-10.3849%,-16.7773%,-9.3853%,,0.3942%,,0.4541%,,-5.0443%,-12.6354%,-10.2084%,,0.3419%,,0.1983%,,-0.4863%,-6.4655%,-5.1772%,,0,1,0,1
11/13/2025, 134.50 , 132.72 , 133.21 , 130.38 , 130.29 ,, (0.49), (1.78), 0.49 , (2.83), (0.09),,,-3.1301%,,-1.8898%,0,-8.4715%,-16.7818%,-12.9596%,,-1.8309%,,-0.8380%,,-4.1541%,-11.0445%,-12.6401%,,-2.1920%,,-1.5386%,,-1.9416%,-7.2608%,-7.4489%,,0,1,1,2
11/14/2025, 127.06 , 132.22 , 133.63 , 133.82 , 131.37 ,, (3.23), 5.16 , 1.41 , 0.19 , (2.45),,,3.3921%,,2.4077%,0,-1.3397%,-12.6985%,-9.8733%,,-0.6429%,,-1.1274%,,-2.7359%,-10.0917%,-13.8884%,,-1.6912%,,-1.6451%,,-2.7254%,-6.6577%,-9.2389%,,0,1,1,2
11/17/2025, 131.35 , 131.28 , 129.23 , 126.67 , 127.26 ,, (0.02), (0.07), (2.05), (2.56), 0.59 ,,,-3.1138%,,-2.5150%,0,-3.0763%,-13.7575%,-11.9127%,,-3.0622%,,-2.0113%,,-3.7493%,-12.0781%,-14.3008%,,-1.5244%,,-0.7760%,,-4.0476%,-7.8722%,-8.4006%,,0,1,1,2
11/18/2025, 125.23 , 124.20 , 123.15 , 124.10 , 123.44 ,, (2.03), (1.03), (1.05), 0.95 , (0.66),,,-1.4294%,,-1.1243%,0,-3.8112%,-15.4652%,-13.3785%,,-0.6119%,,-0.8290%,,-4.3515%,-11.5508%,-15.2728%,,0.2355%,,-0.1997%,,-3.9611%,-7.3625%,-8.4044%,,0,1,1,2
11/19/2025, 123.05 , 125.39 , 124.56 , 124.63 , 124.74 ,, (0.39), 2.34 , (0.83), 0.07 , 0.11 ,,,1.3734%,,1.0904%,0,-2.0310%,-12.4159%,-13.4150%,,-0.5184%,,-0.0647%,,-4.8704%,-9.9147%,-15.8901%,,0.1445%,,0.1928%,,-3.9666%,-4.4530%,-10.3787%,,0,1,1,2
11/20/2025, 129.89 , 131.02 , 128.98 , 121.45 , 119.58 ,, 5.15 , 1.13 , (2.04), (7.53), (1.87),,,-7.9375%,,-4.9088%,0,-5.0500%,-13.5215%,-21.8999%,,-8.7315%,,-5.4155%,,-9.4479%,-13.6019%,-22.1412%,,-7.2880%,,-4.2809%,,-6.7089%,-8.6505%,-14.5067%,,0,1,1,2
11/21/2025, 118.42 , 118.83 , 115.66 , 116.79 , 117.43 ,, (1.16), 0.41 , (3.17), 1.13 , 0.64 ,,,-0.8360%,,-1.4436%,0,-8.9013%,-10.2411%,-22.4654%,,-1.1782%,,-1.8672%,,-10.1877%,-12.9236%,-24.2881%,,1.5303%,,0.5714%,,-4.4924%,-7.2179%,-13.1746%,,0,1,1,2
11/24/2025, 118.92 , 120.46 , 121.12 , 121.67 , 122.14 ,, 1.49 , 1.54 , 0.66 , 0.55 , 0.47 ,,,2.7077%,,1.7857%,0,-4.6006%,-7.6769%,-19.9333%,,1.3947%,,0.6778%,,-7.4986%,-11.2479%,-23.4626%,,0.8421%,,0.5016%,,-3.2149%,-7.2625%,-12.0602%,,0,1,1,2
11/25/2025, 122.40 , 124.28 , 123.65 , 125.36 , 125.02 ,, 0.26 , 1.88 , (0.63), 1.71 , (0.34),,,2.1405%,,1.1863%,0,-2.2900%,-6.1012%,-18.8721%,,0.5954%,,-0.3225%,,-6.9921%,-11.3437%,-23.3958%,,1.1080%,,0.3301%,,-2.6851%,-6.6462%,-11.6483%,,0,1,1,2
